id_commande,date,id_client,categorie,produit,quantite,prix_unitaire,remise,montant,canal,region,paiement
CMD102619,2024-12-11,CLI01434,Électronique,Chargeur sans fil,1,24.9,0.1,22.41,Application mobile,Nouvelle-Aquitaine,Carte bancaire
CMD102621,2024-12-11,CLI01500,Électronique,Casque audio Bluetooth,1,79.9,0.0,79.9,Marketplace,Île-de-France,PayPal
CMD105723,2024-12-11,CLI00871,Livres,BD édition limitée,1,29.9,0.1,26.91,Site web,Grand Est,PayPal
CMD102645,2024-12-11,CLI01690,Mode,T-shirt coton bio,3,19.9,0.0,59.7,Application mobile,Bretagne,Carte bancaire
CMD102793,2024-12-11,CLI01585,Électronique,Montre connectée,3,149.0,0.0,447.0,Site web,Auvergne-Rhône-Alpes,Carte bancaire
CMD101669,2024-12-11,CLI00965,Sport,Bandes élastiques,2,15.9,0.0,31.8,Application mobile,Grand Est,Carte bancaire
CMD102948,2024-12-11,CLI02130,Mode,Sneakers,2,89.0,0.1,160.2,Site web,Hauts-de-France,Carte bancaire
CMD105428,2024-12-11,CLI01907,Sport,Tapis de yoga,2,29.9,0.1,53.82,Marketplace,Île-de-France,PayPal
CMD105735,2024-12-11,CLI00168,Sport,Haltères 5kg,4,39.9,0.0,159.6,Site web,Occitanie,Carte bancaire
CMD100413,2024-12-11,CLI00473,Beauté,Parfum 50ml,4,59.0,0.2,188.8,Application mobile,Île-de-France,Carte bancaire
CMD101563,2024-12-11,CLI00980,Maison,Diffuseur d'huiles,1,39.9,0.2,31.92,Site web,Auvergne-Rhône-Alpes,Virement
CMD101698,2024-12-11,CLI00789,Électronique,Casque audio Bluetooth,1,79.9,0.0,79.9,Application mobile,Île-de-France,Carte bancaire
CMD105748,2024-12-11,CLI01333,Beauté,Parfum 50ml,1,59.0,0.0,59.0,Marketplace,Occitanie,PayPal
CMD103597,2024-12-11,CLI00476,Livres,Livre de cuisine,1,24.9,0.1,22.41,Marketplace,Île-de-France,Virement
CMD102949,2024-12-11,CLI01549,Maison,Lampe de bureau LED,1,34.9,0.0,34.9,Site web,Grand Est,Carte bancaire
CMD104479,2024-12-11,CLI01402,Électronique,Chargeur sans fil,1,24.9,0.0,24.9,Application mobile,Île-de-France,Carte bancaire
CMD105322,2024-12-11,CLI01586,Électronique,Casque audio Bluetooth,4,79.9,0.1,287.64,Site web,Grand Est,Carte bancaire
CMD104542,2024-12-11,CLI01597,Sport,Haltères 5kg,1,39.9,0.0,39.9,Marketplace,Bretagne,PayPal
CMD102233,2024-12-11,CLI00991,Livres,Livre de cuisine,1,24.9,0.1,22.41,Marketplace,Île-de-France,PayPal
CMD104237,2024-12-11,CLI00798,Maison,Set de couverts,1,44.9,0.0,44.9,Marketplace,Île-de-France,Virement
CMD102164,2024-12-11,CLI00608,Beauté,Parfum 50ml,1,59.0,0.0,59.0,Application mobile,Nouvelle-Aquitaine,PayPal
CMD103295,2024-12-11,CLI00582,Sport,Gourde isotherme,1,19.9,0.0,19.9,Application mobile,Occitanie,PayPal
CMD103912,2024-12-11,CLI01785,Électronique,Enceinte portable,1,59.9,0.0,59.9,Application mobile,Nouvelle-Aquitaine,Carte bancaire
CMD103377,2024-12-11,CLI00343,Maison,Plaid polaire,1,24.9,0.0,24.9,Application mobile,Provence-Alpes-Côte d'Azur,PayPal
CMD102286,2024-12-11,CLI00081,Livres,Roman best-seller,2,18.9,0.0,37.8,Site web,Île-de-France,Carte bancaire
CMD100292,2024-12-11,CLI01718,Maison,Plaid polaire,1,24.9,0.0,24.9,Site web,Occitanie,Virement
CMD102411,2024-12-11,CLI01750,Maison,Cadre photo,1,14.9,0.1,13.41,Site web,Île-de-France,Carte bancaire
CMD100223,2024-12-11,CLI01294,Mode,Écharpe laine,2,29.9,0.2,47.84,Application mobile,Nouvelle-Aquitaine,Virement
CMD104329,2024-12-11,CLI00661,Sport,Gourde isotherme,1,19.9,0.0,19.9,Application mobile,Hauts-de-France,Carte bancaire
CMD101430,2024-12-11,CLI01137,Beauté,Parfum 50ml,4,59.0,0.0,236.0,Site web,Auvergne-Rhône-Alpes,PayPal
CMD104757,2024-12-12,CLI00696,Beauté,Crème hydratante,1,22.9,0.0,22.9,Site web,Île-de-France,PayPal
CMD101517,2024-12-12,CLI01039,Électronique,Montre connectée,1,149.0,0.0,149.0,Marketplace,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD100955,2024-12-12,CLI00281,Sport,Tapis de yoga,1,29.9,0.0,29.9,Application mobile,Auvergne-Rhône-Alpes,PayPal
CMD105576,2024-12-12,CLI00589,Électronique,Enceinte portable,3,59.9,0.0,179.7,Marketplace,Île-de-France,Carte bancaire
CMD101222,2024-12-12,CLI00715,Mode,Jean slim,2,49.9,0.0,99.8,Site web,Provence-Alpes-Côte d'Azur,PayPal
CMD100598,2024-12-12,CLI00797,Maison,Diffuseur d'huiles,2,39.9,0.0,79.8,Site web,Occitanie,Carte bancaire
CMD100661,2024-12-12,CLI01633,Beauté,Parfum 50ml,1,59.0,0.0,59.0,Application mobile,Île-de-France,PayPal
CMD101149,2024-12-12,CLI01671,Électronique,Montre connectée,1,149.0,0.0,149.0,Site web,Auvergne-Rhône-Alpes,PayPal
CMD100694,2024-12-12,CLI01065,Mode,Sneakers,1,89.0,0.0,89.0,Application mobile,Île-de-France,Carte bancaire
CMD101418,2024-12-12,CLI01264,Maison,Set de couverts,1,44.9,0.1,40.41,Site web,Nouvelle-Aquitaine,PayPal
CMD101129,2024-12-12,CLI01625,Beauté,Parfum 50ml,1,59.0,0.1,53.1,Application mobile,Nouvelle-Aquitaine,Carte bancaire
CMD104759,2024-12-12,CLI01544,Mode,Sneakers,3,89.0,0.0,267.0,Application mobile,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD101862,2024-12-12,CLI00874,Sport,Haltères 5kg,1,39.9,0.0,39.9,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD102655,2024-12-12,CLI01926,Mode,T-shirt coton bio,1,19.9,0.0,19.9,Application mobile,Île-de-France,Carte bancaire
CMD102363,2024-12-12,CLI01248,Beauté,Crème hydratante,2,22.9,0.0,45.8,Site web,Bretagne,PayPal
CMD103540,2024-12-12,CLI01951,Mode,T-shirt coton bio,1,19.9,0.0,19.9,Application mobile,Bretagne,PayPal
CMD101773,2024-12-12,CLI01953,Sport,Tapis de yoga,1,29.9,0.0,29.9,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD102756,2024-12-12,CLI01425,Livres,Livre de cuisine,1,24.9,0.1,22.41,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD102772,2024-12-12,CLI00927,Électronique,Enceinte portable,1,59.9,0.1,53.91,Site web,Occitanie,Carte bancaire
CMD102107,2024-12-12,CLI00544,Maison,Lampe de bureau LED,1,34.9,0.1,31.41,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD101820,2024-12-12,CLI00080,Mode,Écharpe laine,4,29.9,0.0,119.6,Application mobile,Provence-Alpes-Côte d'Azur,PayPal
CMD105306,2024-12-12,CLI01300,Mode,T-shirt coton bio,1,19.9,0.1,17.91,Application mobile,Île-de-France,PayPal
CMD104012,2024-12-12,CLI01330,Maison,Set de couverts,2,44.9,0.0,89.8,Application mobile,Provence-Alpes-Côte d'Azur,PayPal
CMD105148,2024-12-12,CLI01720,Maison,Diffuseur d'huiles,1,39.9,0.1,35.91,Site web,Île-de-France,PayPal
CMD103564,2024-12-12,CLI00506,Beauté,Crème hydratante,2,22.9,0.0,45.8,Site web,Hauts-de-France,Carte bancaire
CMD104378,2024-12-12,CLI00819,Maison,Cadre photo,1,14.9,0.0,14.9,Site web,Île-de-France,Carte bancaire
CMD103956,2024-12-12,CLI01454,Maison,Set de couverts,2,44.9,0.2,71.84,Site web,Auvergne-Rhône-Alpes,Carte bancaire
CMD105129,2024-12-12,CLI01914,Électronique,Chargeur sans fil,1,24.9,0.2,19.92,Site web,Hauts-de-France,PayPal
CMD102218,2024-12-12,CLI01972,Mode,Sneakers,2,89.0,0.0,178.0,Marketplace,Occitanie,Carte bancaire
CMD105296,2024-12-12,CLI01817,Mode,Veste légère,1,69.9,0.0,69.9,Application mobile,Hauts-de-France,Virement
CMD102998,2024-12-13,CLI01570,Beauté,Crème hydratante,1,22.9,0.0,22.9,Site web,Île-de-France,Carte bancaire
CMD100857,2024-12-13,CLI02110,Beauté,Palette maquillage,1,34.9,0.0,34.9,Site web,Nouvelle-Aquitaine,PayPal
CMD105160,2024-12-13,CLI00123,Mode,Jean slim,2,49.9,0.0,99.8,Site web,Île-de-France,Carte bancaire
CMD104177,2024-12-13,CLI01673,Sport,Bandes élastiques,2,15.9,0.0,31.8,Application mobile,Île-de-France,Carte bancaire
CMD102181,2024-12-13,CLI01435,Beauté,Palette maquillage,3,34.9,0.2,83.76,Site web,Auvergne-Rhône-Alpes,Virement
CMD105271,2024-12-13,CLI01691,Maison,Diffuseur d'huiles,1,39.9,0.1,35.91,Marketplace,Hauts-de-France,Carte bancaire
CMD100816,2024-12-13,CLI01831,Maison,Lampe de bureau LED,4,34.9,0.2,111.68,Site web,Occitanie,Virement
CMD101439,2024-12-13,CLI01112,Électronique,Casque audio Bluetooth,1,79.9,0.0,79.9,Application mobile,Grand Est,Carte bancaire
CMD103034,2024-12-13,CLI00705,Mode,Veste légère,3,69.9,0.1,188.73,Site web,Île-de-France,Virement
CMD103782,2024-12-13,CLI01163,Électronique,Casque audio Bluetooth,1,79.9,0.1,71.91,Site web,Île-de-France,PayPal
CMD103045,2024-12-13,CLI01415,Électronique,Casque audio Bluetooth,3,79.9,0.0,239.7,Site web,Hauts-de-France,Carte bancaire
CMD105268,2024-12-13,CLI00195,Électronique,Casque audio Bluetooth,2,79.9,0.1,143.82,Application mobile,Nouvelle-Aquitaine,Carte bancaire
CMD103662,2024-12-13,CLI02154,Maison,Set de couverts,3,44.9,0.0,134.7,Marketplace,Nouvelle-Aquitaine,Carte bancaire
CMD100232,2024-12-13,CLI01784,Électronique,Chargeur sans fil,1,24.9,0.0,24.9,Application mobile,Île-de-France,PayPal
CMD104680,2024-12-13,CLI01569,Maison,Plaid polaire,1,24.9,0.1,22.41,Marketplace,Île-de-France,Carte bancaire
CMD105731,2024-12-13,CLI01569,Beauté,Crème hydratante,1,22.9,0.0,22.9,Site web,Grand Est,Virement
CMD104068,2024-12-13,CLI00354,Électronique,Chargeur sans fil,1,24.9,0.1,22.41,Application mobile,Nouvelle-Aquitaine,Carte bancaire
CMD100687,2024-12-13,CLI01190,Mode,T-shirt coton bio,1,19.9,0.0,19.9,Site web,Occitanie,Carte bancaire
CMD100676,2024-12-13,CLI01217,Électronique,Casque audio Bluetooth,1,79.9,0.2,63.92,Site web,Hauts-de-France,Carte bancaire
CMD105350,2024-12-13,CLI02165,Maison,Diffuseur d'huiles,1,39.9,0.0,39.9,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD101335,2024-12-13,CLI01586,Livres,BD édition limitée,1,29.9,0.2,23.92,Application mobile,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD100667,2024-12-13,CLI02086,Beauté,Crème hydratante,2,22.9,0.2,36.64,Site web,Île-de-France,Carte bancaire
CMD101270,2024-12-13,CLI00403,Mode,Veste légère,1,69.9,0.1,62.91,Marketplace,Nouvelle-Aquitaine,Carte bancaire
CMD102953,2024-12-13,CLI01407,Maison,Plaid polaire,1,24.9,0.1,22.41,Site web,Hauts-de-France,Virement
CMD100526,2024-12-13,CLI00580,Mode,T-shirt coton bio,2,19.9,0.0,39.8,Site web,Occitanie,Virement
CMD101736,2024-12-13,CLI01701,Mode,Veste légère,1,69.9,0.0,69.9,Application mobile,Auvergne-Rhône-Alpes,Virement
CMD100895,2024-12-13,CLI01326,Maison,Diffuseur d'huiles,2,39.9,0.0,79.8,Application mobile,Île-de-France,Carte bancaire
CMD100719,2024-12-13,CLI00165,Électronique,Montre connectée,1,149.0,0.0,149.0,Site web,Hauts-de-France,Carte bancaire
CMD102261,2024-12-13,CLI02007,Sport,Bandes élastiques,2,15.9,0.0,31.8,Application mobile,Hauts-de-France,Carte bancaire
CMD104197,2024-12-13,CLI01346,Électronique,Écouteurs sans fil,1,119.0,0.0,119.0,Marketplace,Île-de-France,Carte bancaire
CMD105851,2024-12-13,CLI01275,Mode,Écharpe laine,2,29.9,0.2,47.84,Site web,Occitanie,Carte bancaire
CMD103731,2024-12-13,CLI01006,Mode,Jean slim,1,49.9,0.0,49.9,Marketplace,Occitanie,Carte bancaire
CMD100913,2024-12-13,CLI01592,Mode,T-shirt coton bio,3,19.9,0.1,53.73,Application mobile,Île-de-France,Carte bancaire
CMD104785,2024-12-13,CLI01660,Beauté,Sérum visage,2,29.9,0.0,59.8,Site web,Occitanie,Carte bancaire
CMD102070,2024-12-14,CLI01828,Maison,Diffuseur d'huiles,2,39.9,0.2,63.84,Marketplace,Auvergne-Rhône-Alpes,Carte bancaire
CMD105146,2024-12-14,CLI01905,Mode,T-shirt coton bio,3,19.9,0.1,53.73,Site web,Île-de-France,Carte bancaire
CMD102502,2024-12-14,CLI00549,Électronique,Enceinte portable,1,59.9,0.0,59.9,Site web,Grand Est,Carte bancaire
CMD105890,2024-12-14,CLI01002,Mode,Écharpe laine,1,29.9,0.0,29.9,Application mobile,Grand Est,Carte bancaire
CMD101225,2024-12-14,CLI01188,Beauté,Parfum 50ml,1,59.0,0.0,59.0,Marketplace,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD102336,2024-12-14,CLI00538,Sport,Bandes élastiques,1,15.9,0.0,15.9,Application mobile,Nouvelle-Aquitaine,PayPal
CMD100387,2024-12-14,CLI01019,Mode,Jean slim,2,49.9,0.0,99.8,Application mobile,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD100401,2024-12-14,CLI00243,Électronique,Écouteurs sans fil,2,119.0,0.2,190.4,Site web,Hauts-de-France,PayPal
CMD102274,2024-12-14,CLI01007,Maison,Set de couverts,1,44.9,0.0,44.9,Application mobile,Occitanie,Virement
CMD101070,2024-12-14,CLI00972,Sport,Gourde isotherme,2,19.9,0.1,35.82,Site web,Bretagne,PayPal
CMD105282,2024-12-14,CLI00863,Maison,Diffuseur d'huiles,4,39.9,0.0,159.6,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD101411,2024-12-14,CLI00531,Électronique,Chargeur sans fil,1,24.9,0.0,24.9,Marketplace,Île-de-France,Carte bancaire
CMD105263,2024-12-14,CLI01578,Maison,Diffuseur d'huiles,2,39.9,0.0,79.8,Application mobile,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD105656,2024-12-14,CLI01778,Livres,Livre de cuisine,2,24.9,0.0,49.8,Application mobile,Île-de-France,Carte bancaire
CMD101592,2024-12-14,CLI01097,Sport,Haltères 5kg,2,39.9,0.2,63.84,Site web,Île-de-France,Carte bancaire
CMD103888,2024-12-14,CLI00815,Maison,Set de couverts,4,44.9,0.0,179.6,Site web,Nouvelle-Aquitaine,PayPal
CMD100173,2024-12-14,CLI01188,Mode,Jean slim,2,49.9,0.0,99.8,Site web,Auvergne-Rhône-Alpes,Carte bancaire
CMD104156,2024-12-14,CLI00915,Électronique,Casque audio Bluetooth,1,79.9,0.1,71.91,Site web,Grand Est,Carte bancaire
CMD103808,2024-12-14,CLI00229,Livres,BD édition limitée,1,29.9,0.1,26.91,Application mobile,Île-de-France,PayPal
CMD105546,2024-12-14,CLI01960,Sport,Bandes élastiques,1,15.9,0.0,15.9,Application mobile,Hauts-de-France,PayPal
CMD101600,2024-12-14,CLI00023,Mode,Veste légère,2,69.9,0.0,139.8,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD105738,2024-12-14,CLI01959,Sport,Bandes élastiques,1,15.9,0.2,12.72,Site web,Grand Est,Virement
CMD102961,2024-12-14,CLI01979,Livres,BD édition limitée,1,29.9,0.1,26.91,Site web,Île-de-France,Carte bancaire
CMD104492,2024-12-14,CLI00058,Livres,Livre de cuisine,1,24.9,0.0,24.9,Site web,Occitanie,PayPal
CMD100099,2024-12-14,CLI00430,Maison,Lampe de bureau LED,2,34.9,0.0,69.8,Marketplace,Occitanie,PayPal
CMD100011,2024-12-14,CLI00510,Beauté,Sérum visage,1,29.9,0.1,26.91,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD103514,2024-12-15,CLI01564,Beauté,Sérum visage,1,29.9,0.0,29.9,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD100151,2024-12-15,CLI00315,Électronique,Chargeur sans fil,3,24.9,0.2,59.76,Site web,Île-de-France,PayPal
CMD103945,2024-12-15,CLI01423,Livres,Roman best-seller,1,18.9,0.2,15.12,Marketplace,Bretagne,Carte bancaire
CMD101309,2024-12-15,CLI00337,Sport,Bandes élastiques,1,15.9,0.2,12.72,Marketplace,Grand Est,Carte bancaire
CMD103988,2024-12-15,CLI01335,Maison,Lampe de bureau LED,1,34.9,0.0,34.9,Application mobile,Île-de-France,Carte bancaire
CMD104170,2024-12-15,CLI01858,Sport,Bandes élastiques,2,15.9,0.0,31.8,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD104793,2024-12-15,CLI00963,Sport,Gourde isotherme,2,19.9,0.0,39.8,Application mobile,Occitanie,PayPal
CMD103403,2024-12-15,CLI00867,Maison,Lampe de bureau LED,2,34.9,0.1,62.82,Application mobile,Hauts-de-France,PayPal
CMD102650,2024-12-15,CLI00280,Maison,Diffuseur d'huiles,2,39.9,0.0,79.8,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD104347,2024-12-15,CLI01124,Livres,Livre de cuisine,3,24.9,0.0,74.7,Site web,Hauts-de-France,Carte bancaire
CMD102036,2024-12-15,CLI01934,Maison,Plaid polaire,3,24.9,0.0,74.7,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD100201,2024-12-15,CLI00232,Mode,Veste légère,2,69.9,0.0,139.8,Application mobile,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD103089,2024-12-15,CLI00648,Mode,Jean slim,1,49.9,0.0,49.9,Application mobile,Nouvelle-Aquitaine,PayPal
CMD103758,2024-12-15,CLI00956,Électronique,Chargeur sans fil,2,24.9,0.0,49.8,Application mobile,Île-de-France,Carte bancaire
CMD103093,2024-12-15,CLI00626,Beauté,Crème hydratante,2,22.9,0.0,45.8,Site web,Grand Est,PayPal
CMD105128,2024-12-15,CLI01146,Maison,Lampe de bureau LED,1,34.9,0.0,34.9,Marketplace,Île-de-France,Carte bancaire
CMD103240,2024-12-15,CLI00915,Livres,Roman best-seller,2,18.9,0.2,30.24,Application mobile,Occitanie,PayPal
CMD104273,2024-12-15,CLI01585,Sport,Bandes élastiques,2,15.9,0.0,31.8,Application mobile,Grand Est,PayPal
CMD100828,2024-12-15,CLI00334,Maison,Plaid polaire,2,24.9,0.0,49.8,Site web,Île-de-France,Virement
CMD101006,2024-12-15,CLI01015,Mode,T-shirt coton bio,2,19.9,0.0,39.8,Site web,Hauts-de-France,PayPal
CMD100103,2024-12-15,CLI00495,Beauté,Crème hydratante,2,22.9,0.0,45.8,Site web,Grand Est,Carte bancaire
CMD104512,2024-12-15,CLI00479,Sport,Haltères 5kg,1,39.9,0.1,35.91,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD104688,2024-12-15,CLI00747,Mode,Sneakers,1,89.0,0.0,89.0,Site web,Île-de-France,Carte bancaire
CMD104560,2024-12-15,CLI00224,Sport,Tapis de yoga,2,29.9,0.0,59.8,Site web,Hauts-de-France,PayPal
CMD102147,2024-12-15,CLI01622,Sport,Haltères 5kg,3,39.9,0.2,95.76,Site web,Île-de-France,PayPal
CMD102920,2024-12-15,CLI02168,Livres,Livre de cuisine,1,24.9,0.0,24.9,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD101267,2024-12-16,CLI01324,Mode,Veste légère,1,69.9,0.0,69.9,Application mobile,Bretagne,Carte bancaire
CMD102325,2024-12-16,CLI00279,Mode,Écharpe laine,2,29.9,0.0,59.8,Site web,Bretagne,Carte bancaire
CMD101634,2024-12-16,CLI00759,Sport,Haltères 5kg,2,39.9,0.0,79.8,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD102358,2024-12-16,CLI00248,Beauté,Crème hydratante,1,22.9,0.0,22.9,Application mobile,Île-de-France,Carte bancaire
CMD100005,2024-12-16,CLI01710,Maison,Plaid polaire,1,24.9,0.2,19.92,Site web,Auvergne-Rhône-Alpes,PayPal
CMD105317,2024-12-16,CLI01042,Électronique,Chargeur sans fil,1,24.9,0.0,24.9,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD104655,2024-12-16,CLI00246,Électronique,Montre connectée,2,149.0,0.1,268.2,Site web,Île-de-France,Carte bancaire
CMD105667,2024-12-16,CLI00098,Maison,Set de couverts,1,44.9,0.0,44.9,Application mobile,Nouvelle-Aquitaine,Carte bancaire
CMD102577,2024-12-16,CLI00081,Maison,Plaid polaire,1,24.9,0.0,24.9,Application mobile,Île-de-France,Carte bancaire
CMD101240,2024-12-16,CLI00507,Électronique,Casque audio Bluetooth,1,79.9,0.0,79.9,Marketplace,Bretagne,Carte bancaire
CMD100948,2024-12-16,CLI02056,Livres,Roman best-seller,1,18.9,0.0,18.9,Marketplace,Grand Est,Carte bancaire
CMD101743,2024-12-16,CLI02056,Sport,Gourde isotherme,2,19.9,0.0,39.8,Site web,Occitanie,Carte bancaire
CMD101794,2024-12-16,CLI01243,Livres,Livre de cuisine,1,24.9,0.1,22.41,Marketplace,Occitanie,Carte bancaire
CMD104345,2024-12-16,CLI01675,Sport,Haltères 5kg,1,39.9,0.1,35.91,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD105564,2024-12-16,CLI00765,Livres,Livre de cuisine,2,24.9,0.0,49.8,Site web,Île-de-France,Carte bancaire
CMD105161,2024-12-16,CLI00031,Maison,Plaid polaire,2,24.9,0.0,49.8,Application mobile,Grand Est,Carte bancaire
CMD102290,2024-12-16,CLI01368,Mode,T-shirt coton bio,3,19.9,0.0,59.7,Site web,Île-de-France,Carte bancaire
CMD105650,2024-12-16,CLI00472,Beauté,Sérum visage,1,29.9,0.2,23.92,Application mobile,Hauts-de-France,Carte bancaire
CMD100115,2024-12-16,CLI00611,Livres,BD édition limitée,1,29.9,0.0,29.9,Application mobile,Île-de-France,PayPal
CMD101949,2024-12-16,CLI01795,Beauté,Parfum 50ml,1,59.0,0.1,53.1,Site web,Bretagne,Virement
CMD103512,2024-12-16,CLI00496,Maison,Cadre photo,4,14.9,0.0,59.6,Marketplace,Auvergne-Rhône-Alpes,PayPal
CMD101865,2024-12-16,CLI01671,Maison,Plaid polaire,1,24.9,0.0,24.9,Marketplace,Auvergne-Rhône-Alpes,Carte bancaire
CMD103658,2024-12-16,CLI01825,Livres,Livre de cuisine,2,24.9,0.1,44.82,Marketplace,Occitanie,PayPal
CMD104606,2024-12-16,CLI01200,Sport,Gourde isotherme,4,19.9,0.2,63.68,Application mobile,Auvergne-Rhône-Alpes,PayPal
CMD103102,2024-12-16,CLI01136,Mode,T-shirt coton bio,2,19.9,0.0,39.8,Application mobile,Île-de-France,Carte bancaire
CMD101377,2024-12-16,CLI02068,Électronique,Enceinte portable,2,59.9,0.0,119.8,Marketplace,Nouvelle-Aquitaine,Carte bancaire
CMD100405,2024-12-16,CLI01736,Maison,Set de couverts,2,44.9,0.0,89.8,Site web,Île-de-France,Carte bancaire
CMD103330,2024-12-17,CLI00884,Livres,Livre de cuisine,3,24.9,0.1,67.23,Site web,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD100606,2024-12-17,CLI01363,Sport,Gourde isotherme,2,19.9,0.1,35.82,Application mobile,Provence-Alpes-Côte d'Azur,Carte bancaire
CMD101151,2024-12-17,CLI00616,Maison,Cadre photo,2,14.9,0.0,29.8,Site web,Île-de-France,Carte bancaire
CMD100936,2024-12-17,CLI02020,Livres,Livre de cuisine,1,24.9,0.0,24.9,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD102507,2024-12-17,CLI01784,Mode,Veste légère,1,69.9,0.0,69.9,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD101971,2024-12-17,CLI00350,Livres,Livre de cuisine,1,24.9,0.0,24.9,Site web,Hauts-de-France,Carte bancaire
CMD101470,2024-12-17,CLI01849,Beauté,Parfum 50ml,2,59.0,0.0,118.0,Marketplace,Île-de-France,Carte bancaire
CMD102005,2024-12-17,CLI00709,Mode,T-shirt coton bio,3,19.9,0.2,47.76,Site web,Île-de-France,PayPal
CMD105850,2024-12-17,CLI00444,Livres,BD édition limitée,1,29.9,0.0,29.9,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD103687,2024-12-17,CLI01511,Sport,Haltères 5kg,1,39.9,0.0,39.9,Site web,Occitanie,Carte bancaire
CMD102896,2024-12-17,CLI01238,Mode,T-shirt coton bio,1,19.9,0.0,19.9,Application mobile,Île-de-France,Carte bancaire
CMD100639,2024-12-17,CLI02075,Électronique,Enceinte portable,1,59.9,0.0,59.9,Site web,Bretagne,Virement
CMD100333,2024-12-17,CLI00518,Beauté,Crème hydratante,1,22.9,0.2,18.32,Site web,Hauts-de-France,Carte bancaire
CMD102419,2024-12-17,CLI01711,Mode,Écharpe laine,1,29.9,0.2,23.92,Site web,Grand Est,Carte bancaire
CMD101284,2024-12-17,CLI00741,Sport,Bandes élastiques,4,15.9,0.1,57.24,Site web,Grand Est,PayPal
CMD101248,2024-12-17,CLI01201,Sport,Tapis de yoga,3,29.9,0.1,80.73,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD100866,2024-12-17,CLI01196,Beauté,Parfum 50ml,1,59.0,0.0,59.0,Site web,Auvergne-Rhône-Alpes,Carte bancaire
CMD103457,2024-12-17,CLI00537,Sport,Haltères 5kg,1,39.9,0.0,39.9,Application mobile,Auvergne-Rhône-Alpes,Carte bancaire
CMD105573,2024-12-17,CLI01135,Beauté,Parfum 50ml,2,59.0,0.0,118.0,Site web,Île-de-France,PayPal
CMD105364,2024-12-17,CLI01523,Électronique,Casque audio Bluetooth,2,79.9,0.0,159.8,Application mobile,Nouvelle-Aquitaine,Carte bancaire
CMD102409,2024-12-17,CLI00268,Beauté,Sérum visage,2,29.9,0.0,59.8,Application mobile,Auvergne-Rhône-Alpes,PayPal
CMD105363,2024-12-17,CLI00035,Maison,Set de couverts,1,44.9,0.1,40.41,Marketplace,Nouvelle-Aquitaine,Carte bancaire
CMD103199,2024-12-17,CLI01423,Livres,Roman best-seller,2,18.9,0.0,37.8,Site web,Île-de-France,Carte bancaire
CMD103626,2024-12-17,CLI01416,Électronique,Casque audio Bluetooth,1,79.9,0.1,71.91,Site web,Nouvelle-Aquitaine,Carte bancaire
CMD100723,2024-12-18,CLI01775,Maison,Set de couverts,4,44.9,0.1,161.64,Site web,Occitanie,PayPal
CMD100691,2024-12-18,CLI01085,Beauté,Crème hydratante,2,22.9,0.0,45.8,Site web,Hauts-de-France,Virement
CMD100812,2024-12-18,CLI01852,Sport,Tapis de yoga,1,29.9,0.2,23.92,Marketplace,Nouvelle-Aquitaine,PayPal
CMD102599,2024-12-18,CLI00743,Livres,BD édition limitée,2,29.9,0.2,47.84,Application mobile,Bretagne,PayPal
CMD105195,2024-12-18,CLI00985,Maison,Plaid polaire,3,24.9,0.0,74.7,Marketplace,Hauts-de-France,Carte bancaire
CMD105267,2024-12-18,CLI00445,Électronique,Chargeur sans fil,1,24.9,0.2,19.92,Marketplace,Nouvelle-Aquitaine,Carte bancaire
CMD105231,2024-12-18,CLI01629,Électronique,Chargeur sans fil,3,24.9,0.0,74.7,Application mobile,Bretagne,Carte bancaire
CMD105292,2024-12-18,CLI00590,Mode,Écharpe laine,4,29.9,0.0,119.6,Marketplace,Grand Est,Carte bancaire
